test_number, cfg_file, cyclomatic_complexity, npath_complexity, path_cplxty_class, path_cplxty_asym, path_cplxty
2269,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_getLabelFont_0_basic.dot,1,1,Constant,1.,1.
2270,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_getLabelType_0_basic.dot,1,1,Constant,1.,1.
2271,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_getLegendItems_0_basic.dot,1,1,Constant,1.,1.
2272,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_getPlotType_0_basic.dot,1,1,Constant,1.,1.
2273,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_getRevolutionDistance_0_basic.dot,1,1,Constant,1.,1.
2274,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_getRoseCenterPaint_0_basic.dot,1,1,Constant,1.,1.
2275,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_getRoseHighlightPaint_0_basic.dot,1,1,Constant,1.,1.
2276,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_getRosePaint_0_basic.dot,1,1,Constant,1.,1.
2277,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_<init>_0_basic.dot,2,2,Constant,2.,2.
2278,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_readObject_0_basic.dot,1,1,Constant,1.,1.
2279,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_setDrawBorder_0_basic.dot,1,1,Constant,1.,1.
2280,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_setLabelFont_0_basic.dot,2,2,Constant,2.,2.
2281,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_setLabelType_0_basic.dot,4,5,Constant,5.,5.
2282,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_setRevolutionDistance_0_basic.dot,2,2,Constant,2.,2.
2283,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_setRoseCenterPaint_0_basic.dot,2,2,Constant,2.,2.
2284,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_setRoseHighlightPaint_0_basic.dot,2,2,Constant,2.,2.
2285,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_setRosePaint_0_basic.dot,2,2,Constant,2.,2.
2286,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_setSeriesNeedle_0_basic.dot,3,3,Constant,3.,3.
2287,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_setSeriesOutlinePaint_0_basic.dot,3,3,Constant,3.,3.
2288,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_setSeriesOutlineStroke_0_basic.dot,3,3,Constant,3.,3.
2289,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_setSeriesPaint_0_basic.dot,3,3,Constant,3.,3.
2290,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_writeObject_0_basic.dot,1,1,Constant,1.,1.
2291,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_zoom_0_basic.dot,1,1,Constant,1.,1.
2292,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_addPropertyChangeListener_0_basic.dot,1,1,Constant,1.,1.
2293,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_clone_0_basic.dot,1,1,Constant,1.,1.
2294,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_equals_0_basic.dot,18,18,Constant,18.,18.
2295,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_getLabelAnchor_0_basic.dot,1,1,Constant,1.,1.
2296,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_getLabelBackgroundPaint_0_basic.dot,1,1,Constant,1.,1.
2297,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_getLabelFont_0_basic.dot,1,1,Constant,1.,1.
2298,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_getLabelGenerator_0_basic.dot,1,1,Constant,1.,1.
2299,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_getLabelOutlinePaint_0_basic.dot,1,1,Constant,1.,1.
2300,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_getLabelOutlineStroke_0_basic.dot,1,1,Constant,1.,1.
2301,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_getLabelPaint_0_basic.dot,1,1,Constant,1.,1.
2302,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_getLabelXOffset_0_basic.dot,1,1,Constant,1.,1.
2303,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_getLabelYOffset_0_basic.dot,1,1,Constant,1.,1.
2304,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_getPaint_0_basic.dot,1,1,Constant,1.,1.
2305,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_getStroke_0_basic.dot,1,1,Constant,1.,1.
2306,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_getValue_0_basic.dot,1,1,Constant,1.,1.
2307,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_hashCode_0_basic.dot,1,1,Constant,1.,1.
2308,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_<init>_0_basic.dot,3,3,Constant,3.,3.
2309,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_isLabelOutlineVisible_0_basic.dot,1,1,Constant,1.,1.
2310,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_isLabelVisible_0_basic.dot,1,1,Constant,1.,1.
2311,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_isVisible_0_basic.dot,1,1,Constant,1.,1.
2312,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_readObject_0_basic.dot,1,1,Constant,1.,1.
2313,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_removePropertyChangeListener_0_basic.dot,1,1,Constant,1.,1.
2314,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_setLabelAnchor_0_basic.dot,1,1,Constant,1.,1.
2315,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_setLabelBackgroundPaint_0_basic.dot,1,1,Constant,1.,1.
2316,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_setLabelFont_0_basic.dot,2,2,Constant,2.,2.
2317,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_setLabelGenerator_0_basic.dot,2,2,Constant,2.,2.
2318,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_setLabelOutlinePaint_0_basic.dot,2,2,Constant,2.,2.
2319,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_setLabelOutlineStroke_0_basic.dot,2,2,Constant,2.,2.
2320,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_setLabelOutlineVisible_0_basic.dot,1,1,Constant,1.,1.
2321,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_setLabelPaint_0_basic.dot,2,2,Constant,2.,2.
2322,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_setLabelVisible_0_basic.dot,1,1,Constant,1.,1.
2323,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_setLabelXOffset_0_basic.dot,1,1,Constant,1.,1.
2324,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_setLabelYOffset_0_basic.dot,1,1,Constant,1.,1.
2325,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_setPaint_0_basic.dot,1,1,Constant,1.,1.
2326,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_setStroke_0_basic.dot,1,1,Constant,1.,1.
2327,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_setValue_0_basic.dot,1,1,Constant,1.,1.
2328,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_setVisible_0_basic.dot,1,1,Constant,1.,1.
2329,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CrosshairState_getAnchor_0_basic.dot,1,1,Constant,1.,1.
2330,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CrosshairState_getAnchorX_0_basic.dot,1,1,Constant,1.,1.
2331,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CrosshairState_getAnchorY_0_basic.dot,1,1,Constant,1.,1.
2332,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CrosshairState_getCrosshairDistance_0_basic.dot,1,1,Constant,1.,1.
2333,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CrosshairState_getCrosshairX_0_basic.dot,1,1,Constant,1.,1.
2334,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CrosshairState_getCrosshairY_0_basic.dot,1,1,Constant,1.,1.
2335,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CrosshairState_getDatasetIndex_0_basic.dot,1,1,Constant,1.,1.
2336,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CrosshairState_getDomainAxisIndex_0_basic.dot,1,1,Constant,1.,1.
2337,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CrosshairState_getRangeAxisIndex_0_basic.dot,1,1,Constant,1.,1.
2338,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CrosshairState_<init>_0_basic.dot,1,1,Constant,1.,1.
2339,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CrosshairState_setAnchor_0_basic.dot,1,1,Constant,1.,1.
2340,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CrosshairState_setAnchorX_0_basic.dot,1,1,Constant,1.,1.
2341,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CrosshairState_setAnchorY_0_basic.dot,1,1,Constant,1.,1.
2342,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CrosshairState_setCrosshairDistance_0_basic.dot,1,1,Constant,1.,1.
2343,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CrosshairState_setCrosshairX_0_basic.dot,1,1,Constant,1.,1.
2344,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CrosshairState_setCrosshairY_0_basic.dot,1,1,Constant,1.,1.
2345,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CrosshairState_setDatasetIndex_0_basic.dot,1,1,Constant,1.,1.
2346,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CrosshairState_updateCrosshairPoint_0_basic.dot,5,7,Constant,7.,7.
2347,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CrosshairState_updateCrosshairX_0_basic.dot,2,2,Constant,2.,2.
2348,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CrosshairState_updateCrosshairY_0_basic.dot,2,2,Constant,2.,2.
2349,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_Crosshair_writeObject_0_basic.dot,1,1,Constant,1.,1.
2350,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_DatasetRenderingOrder_<clinit>_0_basic.dot,1,1,Constant,1.,1.
2351,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_DatasetRenderingOrder_equals_0_basic.dot,4,4,Constant,4.,4.
2352,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_DatasetRenderingOrder_hashCode_0_basic.dot,1,1,Constant,1.,1.
2353,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_DatasetRenderingOrder_<init>_0_basic.dot,1,1,Constant,1.,1.
2354,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_DatasetRenderingOrder_readResolve_0_basic.dot,3,3,Constant,3.,3.
2355,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_DatasetRenderingOrder_toString_0_basic.dot,1,1,Constant,1.,1.
2356,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_DefaultDrawingSupplier_<clinit>_0_basic.dot,1,1,Constant,1.,1.
2357,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_DefaultDrawingSupplier_clone_0_basic.dot,1,1,Constant,1.,1.
2358,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_DefaultDrawingSupplier_createStandardSeriesShapes_0_basic.dot,1,1,Constant,1.,1.
2359,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_DefaultDrawingSupplier_equals_0_basic.dot,13,13,Constant,13.,13.
2360,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_DefaultDrawingSupplier_equalShapes_0_basic.dot,7,7,Polynomial,0.67*n,11.38 + 0.67*n
2361,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_DefaultDrawingSupplier_getNextFillPaint_0_basic.dot,1,1,Constant,1.,1.
2362,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_DefaultDrawingSupplier_getNextOutlinePaint_0_basic.dot,1,1,Constant,1.,1.
2363,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_DefaultDrawingSupplier_getNextOutlineStroke_0_basic.dot,1,1,Constant,1.,1.
2364,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_DefaultDrawingSupplier_getNextPaint_0_basic.dot,1,1,Constant,1.,1.
2365,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_DefaultDrawingSupplier_getNextShape_0_basic.dot,1,1,Constant,1.,1.
2366,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_DefaultDrawingSupplier_getNextStroke_0_basic.dot,1,1,Constant,1.,1.
2367,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_DefaultDrawingSupplier_<init>_0_basic.dot,1,1,Constant,1.,1.
2368,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_DefaultDrawingSupplier_intArray_0_basic.dot,1,1,Constant,1.,1.
2369,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_DefaultDrawingSupplier_readObject_0_basic.dot,6,32,Polynomial,0.,21. + 11.48*n + 2.45*n^2. + 0.26*n^3. + 0.01*n^4.
2370,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_DefaultDrawingSupplier_writeObject_0_basic.dot,6,32,Polynomial,0.,21. + 11.48*n + 2.45*n^2. + 0.26*n^3. + 0.01*n^4.
2371,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_AbstractDialLayer_addChangeListener_0_basic.dot,2,2,Constant,2.,2.
2372,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_AbstractDialLayer_class$_0_basic.dot,2,2,Constant,2.,2.
2373,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_AbstractDialLayer_clone_0_basic.dot,1,1,Constant,1.,1.
2374,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_AbstractDialLayer_equals_0_basic.dot,4,4,Constant,4.,4.
2375,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_AbstractDialLayer_hashCode_0_basic.dot,1,1,Constant,1.,1.
2376,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_AbstractDialLayer_hasListener_0_basic.dot,1,1,Constant,1.,1.
2377,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_AbstractDialLayer_<init>_0_basic.dot,1,1,Constant,1.,1.
2378,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_AbstractDialLayer_isVisible_0_basic.dot,1,1,Constant,1.,1.
2379,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_AbstractDialLayer_notifyListeners_0_basic.dot,4,5,Exponential,3.7600000000000002*1.29^n,0.33 + 0.01*0.8300000000000001^n + 0.36*1.09^n + 1.3900000000000001*1.25^n + 3.7600000000000002*1.29^n
2380,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_AbstractDialLayer_readObject_0_basic.dot,1,1,Constant,1.,1.
2381,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_AbstractDialLayer_removeChangeListener_0_basic.dot,2,2,Constant,2.,2.
2382,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_AbstractDialLayer_setVisible_0_basic.dot,1,1,Constant,1.,1.
2383,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_clone_0_basic.dot,1,1,Constant,1.,1.
2384,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_draw_0_basic.dot,1,1,Constant,1.,1.
2385,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_equals_0_basic.dot,10,10,Constant,10.,10.
2386,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_getBackgroundPaint_0_basic.dot,1,1,Constant,1.,1.
2387,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_getExtent_0_basic.dot,1,1,Constant,1.,1.
2388,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_getForegroundPaint_0_basic.dot,1,1,Constant,1.,1.
2389,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_getInnerRadius_0_basic.dot,1,1,Constant,1.,1.
2390,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_getOuterRadius_0_basic.dot,1,1,Constant,1.,1.
2391,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_getOuterWindow_0_basic.dot,1,1,Constant,1.,1.
2392,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_getStartAngle_0_basic.dot,1,1,Constant,1.,1.
2393,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_getStroke_0_basic.dot,1,1,Constant,1.,1.
2394,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_getWindow_0_basic.dot,1,1,Constant,1.,1.
2395,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_hashCode_0_basic.dot,1,1,Constant,1.,1.
2396,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_<init>_0_basic.dot,1,1,Constant,1.,1.
2397,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_isClippedToWindow_0_basic.dot,1,1,Constant,1.,1.
2398,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_readObject_0_basic.dot,1,1,Constant,1.,1.
2399,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_setBackgroundPaint_0_basic.dot,2,2,Constant,2.,2.
2400,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_setExtent_0_basic.dot,1,1,Constant,1.,1.
2401,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_setForegroundPaint_0_basic.dot,2,2,Constant,2.,2.
2402,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_setInnerRadius_0_basic.dot,2,2,Constant,2.,2.
2403,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_setOuterRadius_0_basic.dot,2,2,Constant,2.,2.
2404,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_dial_ArcDialFrame_setStartAngle_0_basic.dot,1,1,Constant,1.,1.
